data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-04-25 17:20:46.724170;1508;Canoas;Luis Fernando;Tenis Adidas;Marion Reyburn;feminino;credito
2025-04-25 21:04:45.234655;1509;Lajeado;Adriano Soares;Tenis Adidas;Betty Jurado;feminino;pix
2025-04-25 22:11:45.181862;1510;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Kay Mcalister;feminino;credito
2025-04-25 22:33:44.980719;1511;Florianópolis;Claudia dos Santos;Tenis NB;Danica Gonzales;feminino;credito
2025-04-25 22:44:49.543322;1512;Florianópolis;Claudia dos Santos;Tenis Fila;Christopher Sanders;masculino;credito
2025-04-25 23:12:46.788190;1513;Florianópolis;Claudia dos Santos;Tenis Nike;Stephanie Williams;feminino;credito
2025-04-26 01:02:47.437272;1514;Canoas;Luis Fernando;Tenis Adidas;Patrick Diaz;masculino;credito
2025-04-26 01:39:45.265474;1515;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Brian Enloe;masculino;credito
2025-04-26 02:54:46.627342;1516;Caxias do Sul;Mateus Kienzle;Tenis NB;Jermaine Panning;masculino;pix
2025-04-26 17:05:49.085281;1517;Porto Alegre;Luiza Cherobini;Tenis Adidas;Marvin Smith;masculino;boleto
2025-04-26 17:07:47.172855;1518;Porto Alegre;Rodrigo Tadewald;Tenis NB;Collette Self;feminino;credito
2025-04-26 20:47:45.995392;1519;Porto Alegre;Luiza Cherobini;Tenis Adidas;Lorenzo Dement;masculino;credito
2025-04-26 21:17:46.080190;1520;Canoas;Luis Fernando;Tenis Adidas;Richard Nava;masculino;credito
2025-04-26 22:10:46.082276;1521;Canoas;Luis Fernando;Tenis Fila;Paul Moy;masculino;boleto
2025-04-26 22:26:46.295448;1522;Florianópolis;Mario Sérgio;Tenis Adidas;Doris Priestley;feminino;credito
2025-04-26 22:54:49.028564;1523;Lajeado;Adriano Soares;Tenis Adidas;Jose Fleming;masculino;credito
2025-04-26 23:39:46.716685;1524;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Stanley Muller;masculino;credito
2025-04-26 23:58:49.270228;1525;São Paulo;Cassia Moraes;Tenis Adidas;Sam Mireles;masculino;credito
2025-04-27 02:55:45.758041;1526;Lajeado;Adriano Soares;Tenis Nike;Edward Sulla;masculino;credito
2025-04-27 03:15:46.846623;1527;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Patricia Sherwood;feminino;credito
2025-04-27 03:16:46.493105;1528;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Piedad Carpenter;feminino;credito
2025-04-27 16:39:45.730015;1529;Caxias do Sul;Mateus Kienzle;Tenis NB;Brenda Brown;feminino;credito
2025-04-27 17:32:45.171386;1530;Florianópolis;Claudia dos Santos;Tenis NB;Elaine Barth;feminino;credito
2025-04-27 19:11:48.920888;1531;São Paulo;Cassia Moraes;Tenis Fila;Jewell Dasilva;feminino;credito
2025-04-27 19:50:47.998761;1532;Canoas;Luis Fernando;Tenis NB;William Aurora;masculino;credito
2025-04-27 20:20:49.501041;1533;São Paulo;Cassia Moraes;Tenis NB;William Freeman;masculino;credito
2025-04-27 21:15:46.850145;1534;São Paulo;Claudio Bueno;Tenis Adidas;Cindy Porter;feminino;credito
2025-04-27 22:32:46.083860;1535;Florianópolis;Claudia dos Santos;Tenis Fila;Joshua Fitting;masculino;credito
2025-04-28 02:42:48.593800;1536;São Paulo;Cassia Moraes;Tenis Nike;James Gonzalez;masculino;credito
2025-04-28 02:58:46.452757;1537;Florianópolis;Claudia dos Santos;Tenis Fila;Christen Shockey;feminino;credito
2025-04-28 03:02:48.316003;1538;Porto Alegre;Luiza Cherobini;Tenis NB;Mark Gorenberg;masculino;credito
2025-04-28 18:27:48.657922;1539;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Sandra Castaneda;feminino;pix
2025-04-28 18:59:45.628776;1540;Porto Alegre;Rodrigo Tadewald;Tenis NB;Goldie Slater;feminino;credito
2025-04-28 23:49:47.019627;1541;Caxias do Sul;Mateus Kienzle;Tenis Fila;Jena Tucker;feminino;credito
2025-04-29 00:34:46.760885;1542;Lajeado;Adriano Soares;Tenis Fila;Gena Hunter;feminino;pix
2025-04-29 00:55:46.032941;1543;Florianópolis;Claudia dos Santos;Tenis Nike;Patricia Eddy;feminino;credito
2025-04-29 18:09:49.493254;1544;Canoas;Carlos Henrique;Tenis Adidas;Christian Sanborn;masculino;credito
2025-04-29 18:41:45.215641;1545;Porto Alegre;Luiza Cherobini;Tenis Nike;Stacy Barajas;feminino;credito
2025-04-29 22:39:47.259249;1546;São Paulo;Claudio Bueno;Tenis Fila;Samuel Magana;masculino;credito
2025-04-29 23:48:49.376150;1547;Caxias do Sul;Mateus Kienzle;Tenis Fila;Walter Reyes;masculino;credito
2025-04-30 00:25:47.947791;1548;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Jennifer Duvall;feminino;credito
2025-04-30 01:38:48.670862;1549;Lajeado;Adriano Soares;Tenis Fila;Mario Heath;masculino;credito
2025-04-30 17:22:48.245050;1550;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Wanda Hill;feminino;credito
2025-04-30 17:39:48.634190;1551;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Elton Barger;masculino;credito
2025-04-30 19:36:45.542485;1552;Lajeado;Juliano Faccioni;Tenis Fila;Joan Higgins;feminino;credito
2025-04-30 21:33:46.068514;1553;Lajeado;Adriano Soares;Tenis Nike;Dwight Stagnaro;masculino;boleto
2025-05-01 00:20:45.603743;1554;São Paulo;Claudio Bueno;Tenis Fila;Karen Willey;feminino;credito
2025-05-01 01:00:45.730235;1555;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Christopher Felan;masculino;credito
2025-05-01 01:44:46.447684;1556;Florianópolis;Claudia dos Santos;Tenis Fila;Loretta Taylor;feminino;boleto
2025-05-01 18:10:47.116792;1557;Florianópolis;Claudia dos Santos;Tenis Adidas;Evelyn Holman;feminino;credito
2025-05-01 19:01:46.292703;1558;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Roger Mata;masculino;credito
2025-05-01 19:35:47.551536;1559;Lajeado;Juliano Faccioni;Tenis Nike;Walter Dodson;masculino;pix
2025-05-01 21:40:44.951710;1560;São Paulo;Cassia Moraes;Tenis NB;Myrtle Bunch;feminino;credito
2025-05-01 23:32:46.832795;1561;Florianópolis;Claudia dos Santos;Tenis NB;Julia Davis;feminino;credito
2025-05-01 23:37:48.514622;1562;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;David Whipkey;masculino;credito
2025-05-02 00:05:47.127679;1563;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Lois Arredondo;feminino;credito
2025-05-02 01:38:48.498496;1564;Porto Alegre;Rodrigo Tadewald;Tenis NB;Jacob Hull;masculino;credito
2025-05-02 16:25:46.639403;1565;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Erna Munos;feminino;credito
2025-05-02 17:46:47.436525;1566;Porto Alegre;Luiza Cherobini;Tenis Nike;Elizabeth Osborne;feminino;credito
2025-05-02 19:18:45.966511;1567;Canoas;Luis Fernando;Tenis Nike;Sandra Porter;feminino;boleto
2025-05-02 23:55:47.844874;1568;Canoas;Luis Fernando;Tenis NB;Leslie Mortenson;masculino;credito
2025-05-03 03:17:46.653025;1569;Florianópolis;Mario Sérgio;Tenis Nike;Janet Lind;feminino;credito
2025-05-03 16:23:47.983261;1570;Porto Alegre;Luiza Cherobini;Tenis Adidas;Laurie Roll;feminino;credito
2025-05-03 18:04:48.675250;1571;Caxias do Sul;Mateus Kienzle;Tenis Nike;Dolores Ventura;feminino;credito
2025-05-03 18:27:47.161382;1572;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Adam Brown;masculino;credito
2025-05-03 19:20:45.375876;1573;Porto Alegre;Rodrigo Tadewald;Tenis NB;Ryan Premo;masculino;credito
2025-05-03 21:40:47.877495;1574;Lajeado;Adriano Soares;Tenis Nike;Diana Costello;feminino;credito
2025-05-03 21:45:47.657468;1575;São Paulo;Claudio Bueno;Tenis Nike;Rebecca Hibbler;feminino;pix
2025-05-04 00:12:47.814475;1576;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Lois Allen;feminino;credito
2025-05-04 00:43:48.732208;1577;Florianópolis;Claudia dos Santos;Tenis Nike;Kim Beeman;feminino;credito
2025-05-04 02:02:47.571537;1578;Canoas;Carlos Henrique;Tenis Fila;Helen Crofton;feminino;credito
2025-05-04 02:56:47.045295;1579;Canoas;Luis Fernando;Tenis NB;Bruce Papineau;masculino;credito
2025-05-04 16:35:47.207033;1580;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;David Bayer;masculino;credito
2025-05-04 16:38:46.653629;1581;Canoas;Carlos Henrique;Tenis Adidas;Caroline Buchanan;feminino;credito
2025-05-04 18:28:47.056469;1582;São Paulo;Claudio Bueno;Tenis Fila;Lou Cherenfant;feminino;credito
2025-05-04 19:22:49.483152;1583;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Sharon Sandoval;feminino;credito
2025-05-04 19:53:45.958038;1584;São Paulo;Cassia Moraes;Tenis Adidas;Patricia Dugue;feminino;credito
2025-05-04 22:04:45.658434;1585;Florianópolis;Mario Sérgio;Tenis Fila;Victor Ashe;masculino;credito
2025-05-04 22:41:46.058944;1586;São Paulo;Claudio Bueno;Tenis Fila;Harry Powell;masculino;credito
2025-05-04 23:03:45.653216;1587;Lajeado;Juliano Faccioni;Tenis Adidas;Brenda Patterson;feminino;credito
2025-05-05 00:06:49.580993;1588;Porto Alegre;Luiza Cherobini;Tenis Adidas;Richard Sisco;masculino;credito
2025-05-05 00:38:47.464597;1589;São Paulo;Cassia Moraes;Tenis Nike;David Guzman;masculino;credito
2025-05-05 17:41:48.440576;1590;Florianópolis;Claudia dos Santos;Tenis NB;Ellen Backlund;feminino;boleto
2025-05-05 19:51:48.448908;1591;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Renee Mcmillan;feminino;credito
2025-05-05 20:18:46.652928;1592;Florianópolis;Mario Sérgio;Tenis NB;David Washington;masculino;credito
2025-05-05 21:11:45.033220;1593;Canoas;Carlos Henrique;Tenis NB;Vickie Chasin;feminino;boleto
2025-05-05 22:00:46.712203;1594;Porto Alegre;Luiza Cherobini;Tenis Adidas;William Lundin;masculino;credito
2025-05-05 22:30:48.416831;1595;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Earl Sanots;masculino;credito
2025-05-06 00:33:49.731010;1596;Florianópolis;Claudia dos Santos;Tenis Nike;Natalie Richardson;feminino;credito
2025-05-06 01:20:47.816253;1597;Florianópolis;Claudia dos Santos;Tenis Adidas;Robert Santiago;masculino;credito
2025-05-06 02:54:45.684137;1598;Porto Alegre;Rodrigo Tadewald;Tenis Nike;James Laughlin;masculino;boleto
2025-05-06 16:35:46.961804;1599;São Paulo;Cassia Moraes;Tenis Nike;Elizabeth Rodriguez;feminino;credito
2025-05-06 16:40:46.390298;1600;Lajeado;Adriano Soares;Tenis Fila;Brenda Shankle;feminino;credito
2025-05-06 18:19:47.947700;1601;Caxias do Sul;Mateus Kienzle;Tenis Fila;Douglas Robinson;masculino;boleto
2025-05-06 19:07:47.401308;1602;Lajeado;Adriano Soares;Tenis Adidas;Carrie Henley;feminino;credito
2025-05-06 20:30:45.054942;1603;Caxias do Sul;Mateus Kienzle;Tenis Fila;Cynthia Stewart;feminino;credito
2025-05-06 20:57:48.637379;1604;Canoas;Carlos Henrique;Tenis Adidas;Donald Diloreto;masculino;credito
2025-05-06 21:28:47.344406;1605;Porto Alegre;Luiza Cherobini;Tenis Nike;Jose Mccurdy;masculino;credito
2025-05-06 21:56:45.287559;1606;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;James Long;masculino;credito
2025-05-06 22:09:49.047122;1607;Caxias do Sul;Mateus Kienzle;Tenis Nike;Joshua Parker;masculino;credito
2025-05-06 22:18:47.223429;1608;Canoas;Carlos Henrique;Tenis Adidas;Rachel Trilling;feminino;credito
2025-05-06 22:18:47.696852;1609;Florianópolis;Claudia dos Santos;Tenis Nike;Halina May;feminino;credito
2025-05-06 23:00:49.438009;1610;Caxias do Sul;Mateus Kienzle;Tenis Nike;Charlie Seeholzer;masculino;credito
2025-05-07 00:13:46.863504;1611;Florianópolis;Mario Sérgio;Tenis Adidas;Lorraine Bednorz;feminino;credito
2025-05-07 00:15:45.531239;1612;São Paulo;Cassia Moraes;Tenis Nike;Kitty Gerard;feminino;credito
2025-05-07 00:50:46.186751;1613;Florianópolis;Mario Sérgio;Tenis Fila;Gregory Anderson;masculino;credito
2025-05-07 02:02:48.196132;1614;Florianópolis;Mario Sérgio;Tenis Fila;Thomas Allen;masculino;boleto
2025-05-07 02:45:45.217626;1615;Lajeado;Adriano Soares;Tenis Fila;Neil Cheney;masculino;credito
2025-05-07 16:27:45.908283;1616;Lajeado;Adriano Soares;Tenis NB;Rosalinda Kwiecien;feminino;credito
2025-05-07 17:02:44.981317;1617;São Paulo;Cassia Moraes;Tenis Fila;Michelle Crawley;feminino;credito
2025-05-07 17:32:49.078401;1618;Canoas;Luis Fernando;Tenis Nike;James Mayes;masculino;credito
2025-05-07 17:52:47.503297;1619;São Paulo;Cassia Moraes;Tenis Nike;Kevin Jones;masculino;credito
2025-05-07 21:06:47.547427;1620;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Mark Mansfield;masculino;credito
2025-05-07 22:47:48.997880;1621;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Rodney Ingle;masculino;pix
2025-05-08 00:49:48.667466;1622;Porto Alegre;Rodrigo Tadewald;Tenis NB;Jose Miyamoto;masculino;boleto
2025-05-08 17:13:46.439706;1623;Florianópolis;Claudia dos Santos;Tenis Nike;Jean Magana;feminino;boleto
2025-05-08 18:42:46.513947;1624;Lajeado;Adriano Soares;Tenis NB;Michael Williams;masculino;credito
2025-05-08 18:56:46.618550;1625;Florianópolis;Claudia dos Santos;Tenis Fila;Michael Neher;masculino;credito
2025-05-08 20:04:49.728827;1626;Canoas;Luis Fernando;Tenis Adidas;Agnes Spencer;feminino;credito
2025-05-08 21:40:45.237346;1627;São Paulo;Cassia Moraes;Tenis NB;Hazel Sanders;feminino;boleto
2025-05-08 21:45:47.725691;1628;Lajeado;Adriano Soares;Tenis Fila;Clayton Russell;masculino;credito
2025-05-08 22:30:46.731759;1629;Florianópolis;Mario Sérgio;Tenis Fila;Nicholas Minteer;masculino;credito
2025-05-08 23:12:47.602644;1630;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Maragret Mckay;feminino;credito
2025-05-09 00:21:48.456514;1631;Canoas;Carlos Henrique;Tenis Fila;William Nutt;masculino;credito
2025-05-09 00:57:49.106378;1632;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Damien Forrest;masculino;boleto
2025-05-09 01:05:48.752030;1633;São Paulo;Claudio Bueno;Tenis NB;Wm Racki;masculino;credito
2025-05-09 01:25:46.010935;1634;Canoas;Luis Fernando;Tenis Nike;Roberta Atkinson;feminino;credito
2025-05-09 02:44:46.322614;1635;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Walter Linney;masculino;credito
2025-05-09 17:32:49.542909;1636;São Paulo;Claudio Bueno;Tenis Adidas;Joe Potter;masculino;credito
2025-05-09 18:39:49.389959;1637;São Paulo;Claudio Bueno;Tenis Adidas;Tasha Lombard;feminino;pix
2025-05-09 20:04:47.986780;1638;São Paulo;Claudio Bueno;Tenis NB;Douglas Taylor;masculino;boleto
2025-05-09 20:26:47.043163;1639;São Paulo;Claudio Bueno;Tenis Adidas;Trevor Detwiler;masculino;credito
2025-05-09 20:50:45.979382;1640;Lajeado;Juliano Faccioni;Tenis Fila;Nola Otis;feminino;boleto
2025-05-09 21:14:48.401892;1641;Florianópolis;Claudia dos Santos;Tenis Adidas;Tracy Riggs;feminino;credito
2025-05-09 21:44:49.504827;1642;Caxias do Sul;Mateus Kienzle;Tenis Nike;Harry Stogsdill;masculino;credito
2025-05-09 23:35:47.623883;1643;Canoas;Carlos Henrique;Tenis NB;Anita Michaels;feminino;boleto
2025-05-10 00:18:46.477766;1644;Florianópolis;Claudia dos Santos;Tenis NB;Dale Bernes;masculino;credito
2025-05-10 02:32:48.825937;1645;Canoas;Luis Fernando;Tenis Adidas;Leon Bouchard;masculino;credito
2025-05-10 18:10:45.472998;1646;Canoas;Luis Fernando;Tenis Nike;Willie Smith;masculino;credito
2025-05-10 18:20:49.011499;1647;Florianópolis;Mario Sérgio;Tenis Fila;Ashley Anderson;feminino;credito
2025-05-10 19:22:49.644020;1648;São Paulo;Claudio Bueno;Tenis Adidas;Joan Lewis;feminino;boleto
2025-05-10 22:10:46.849028;1649;Lajeado;Juliano Faccioni;Tenis Fila;Rayford Painter;masculino;credito
2025-05-11 00:48:47.728782;1650;Porto Alegre;Luiza Cherobini;Tenis Adidas;Cindy Hood;feminino;boleto
2025-05-11 21:01:45.486037;1651;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Doreen Laskowski;feminino;credito
2025-05-11 21:58:44.964502;1652;Florianópolis;Claudia dos Santos;Tenis Nike;Luis Amparan;masculino;credito
2025-05-11 22:03:45.817456;1653;São Paulo;Claudio Bueno;Tenis Fila;Kevin Mcloughlin;masculino;credito
2025-05-11 23:18:47.865485;1654;Florianópolis;Mario Sérgio;Tenis Nike;Charles Nicholson;masculino;boleto
2025-05-12 01:18:48.815967;1655;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Lynda Chavis;feminino;credito
2025-05-12 01:29:47.741012;1656;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Daniel Yuan;masculino;credito
2025-05-12 01:57:45.120734;1657;Florianópolis;Mario Sérgio;Tenis Adidas;David Pippen;masculino;pix
2025-05-12 02:06:46.059054;1658;Florianópolis;Claudia dos Santos;Tenis Adidas;Shawn Key;masculino;credito
2025-05-12 03:14:46.234948;1659;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Ernest Sheppard;masculino;pix
2025-05-12 16:22:47.920190;1660;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Matilda Johnson;feminino;credito
2025-05-12 16:34:46.967392;1661;São Paulo;Cassia Moraes;Tenis Fila;Rachel Delgado;feminino;credito
2025-05-12 16:40:45.770292;1662;Canoas;Carlos Henrique;Tenis Adidas;Billy Allen;feminino;credito
2025-05-12 17:01:48.341481;1663;São Paulo;Cassia Moraes;Tenis Fila;George Jenkins;masculino;pix
2025-05-12 19:23:46.475858;1664;Florianópolis;Claudia dos Santos;Tenis NB;Michael Frances;masculino;credito
2025-05-12 19:55:47.209819;1665;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Daniel Cunningham;masculino;credito
2025-05-12 22:41:48.786261;1666;São Paulo;Claudio Bueno;Tenis Adidas;Heather Lehman;feminino;credito
2025-05-12 22:45:46.928377;1667;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Tiffany Mitchell;feminino;credito
2025-05-12 23:04:46.344137;1668;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Marie Gregory;feminino;credito
2025-05-13 00:28:48.271222;1669;São Paulo;Cassia Moraes;Tenis Nike;James Hamilton;masculino;credito
2025-05-13 17:29:46.894545;1670;São Paulo;Cassia Moraes;Tenis Fila;Walter Wilson;masculino;credito
2025-05-13 19:37:47.735069;1671;Canoas;Carlos Henrique;Tenis NB;Michelle Wentz;feminino;credito
2025-05-13 23:03:48.263675;1672;Porto Alegre;Luiza Cherobini;Tenis Adidas;Angela Linen;feminino;credito
2025-05-13 23:28:47.547922;1673;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Nancy Martel;feminino;credito
2025-05-14 00:11:48.729120;1674;Canoas;Carlos Henrique;Tenis Adidas;Patricia Warner;feminino;credito
2025-05-14 00:12:48.105734;1675;Canoas;Carlos Henrique;Tenis Nike;Rodney Lisbey;masculino;credito
2025-05-14 01:37:47.736075;1676;Canoas;Carlos Henrique;Tenis Fila;Derek Brown;masculino;credito
2025-05-14 01:39:47.725595;1677;São Paulo;Cassia Moraes;Tenis Nike;William Hernandez;masculino;pix
2025-05-14 02:37:45.705409;1678;Canoas;Luis Fernando;Tenis NB;Patricia Tavana;feminino;pix
2025-05-14 19:56:47.577839;1679;Caxias do Sul;Mateus Kienzle;Tenis Nike;Marion Vasquez;feminino;credito
2025-05-14 21:41:48.725082;1680;Caxias do Sul;Mateus Kienzle;Tenis NB;Hallie Carney;feminino;credito
2025-05-14 23:24:47.007846;1681;Porto Alegre;Luiza Cherobini;Tenis Fila;George Hamilton;masculino;credito
2025-05-15 02:16:46.314962;1682;São Paulo;Cassia Moraes;Tenis Adidas;George Roosevelt;masculino;credito
2025-05-15 16:20:47.483639;1683;Lajeado;Adriano Soares;Tenis Adidas;Chaya Palmer;feminino;credito
2025-05-15 18:27:48.899435;1684;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Kelley Latham;feminino;credito
2025-05-15 20:37:45.096970;1685;Porto Alegre;Luiza Cherobini;Tenis NB;Mark Hernandez;masculino;credito
2025-05-15 21:48:47.813863;1686;Lajeado;Adriano Soares;Tenis NB;Patricia Boswell;feminino;boleto
2025-05-16 01:01:48.932667;1687;Lajeado;Adriano Soares;Tenis Adidas;Lillian Brown;feminino;credito
2025-05-16 16:37:45.676223;1688;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;John Toborg;masculino;credito
2025-05-16 17:59:49.728968;1689;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Terry Figueroa;masculino;credito
2025-05-16 19:32:46.771629;1690;Porto Alegre;Luiza Cherobini;Tenis Adidas;Curtis Green;masculino;pix
2025-05-16 23:32:47.209068;1691;São Paulo;Cassia Moraes;Tenis Adidas;Evelyn Hurtado;feminino;boleto
2025-05-16 23:39:49.695262;1692;Porto Alegre;Rodrigo Tadewald;Tenis NB;Paul Kossman;masculino;credito
2025-05-17 02:35:45.930327;1693;Lajeado;Juliano Faccioni;Tenis Nike;Elva Kaufman;feminino;credito
2025-05-17 16:49:46.709426;1694;Canoas;Luis Fernando;Tenis Fila;Adriana Burton;feminino;credito
2025-05-17 16:53:46.441342;1695;Lajeado;Adriano Soares;Tenis Nike;Titus Kaufman;masculino;credito
2025-05-17 21:43:48.501448;1696;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Mary Parker;feminino;credito
2025-05-17 21:43:48.649386;1697;Caxias do Sul;Mateus Kienzle;Tenis Nike;Christina Lirette;feminino;credito
2025-05-18 00:11:45.357620;1698;Canoas;Luis Fernando;Tenis NB;Juanita Mcneil;feminino;boleto
2025-05-18 00:14:46.826721;1699;São Paulo;Cassia Moraes;Tenis Adidas;Hector Yocum;masculino;credito
2025-05-18 01:19:47.864894;1700;Porto Alegre;Luiza Cherobini;Tenis Nike;Roosevelt Dewitt;masculino;credito
2025-05-18 01:59:45.449622;1701;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Jana Cambria;feminino;credito
2025-05-18 18:45:47.984979;1702;Canoas;Luis Fernando;Tenis Fila;Shawanda Bracken;feminino;credito
2025-05-18 19:41:46.858037;1703;Lajeado;Juliano Faccioni;Tenis Nike;Fausto Hill;masculino;credito
2025-05-18 20:40:48.613958;1704;Porto Alegre;Rodrigo Tadewald;Tenis NB;Louise Zavala;feminino;credito
2025-05-18 21:47:48.831246;1705;Canoas;Carlos Henrique;Tenis Fila;John Adkins;masculino;credito
2025-05-19 02:52:46.440458;1706;Canoas;Luis Fernando;Tenis Nike;Stephanie Carpenter;feminino;boleto
2025-05-19 16:48:46.572141;1707;Florianópolis;Claudia dos Santos;Tenis Adidas;Walter Doe;masculino;boleto
2025-05-19 18:04:45.124029;1708;Porto Alegre;Luiza Cherobini;Tenis Fila;Arlene Abreu;feminino;credito
2025-05-19 18:05:46.452325;1709;Caxias do Sul;Mateus Kienzle;Tenis Nike;Mabel Sharp;feminino;credito
2025-05-19 19:06:48.665669;1710;Canoas;Luis Fernando;Tenis Adidas;Steven Torres;masculino;credito
2025-05-19 19:15:45.898641;1711;Caxias do Sul;Mateus Kienzle;Tenis Fila;Nancy Perez;feminino;credito
2025-05-19 20:31:46.008370;1712;Florianópolis;Mario Sérgio;Tenis NB;James Morgan;masculino;credito
2025-05-19 20:35:47.725842;1713;Florianópolis;Mario Sérgio;Tenis Adidas;Omar Weathersby;masculino;boleto
2025-05-19 22:13:49.500304;1714;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Deidre Holmes;feminino;credito
2025-05-19 23:18:45.932904;1715;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Jerrell Unger;masculino;credito
2025-05-19 23:40:45.403657;1716;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Thomas Nylen;masculino;boleto
2025-05-20 01:21:45.659910;1717;Florianópolis;Mario Sérgio;Tenis Nike;Evelyn Franca;feminino;credito
2025-05-20 01:31:47.993191;1718;Porto Alegre;Luiza Cherobini;Tenis Fila;Winston Maynard;masculino;credito
2025-05-20 03:15:47.846611;1719;Porto Alegre;Luiza Cherobini;Tenis Nike;Patricia Duty;feminino;credito
2025-05-20 19:30:46.055554;1720;São Paulo;Cassia Moraes;Tenis Adidas;Becky Johnson;feminino;credito
2025-05-20 19:53:48.743472;1721;Florianópolis;Claudia dos Santos;Tenis NB;Wendy Mcavoy;feminino;credito
2025-05-20 19:58:49.231984;1722;São Paulo;Claudio Bueno;Tenis Fila;April Mcmillan;feminino;credito
2025-05-20 21:10:45.177767;1723;Porto Alegre;Luiza Cherobini;Tenis Fila;Carrie Posner;feminino;credito
2025-05-20 21:20:46.291084;1724;Caxias do Sul;Mateus Kienzle;Tenis Fila;Maire Worthy;feminino;boleto
2025-05-20 21:49:48.037167;1725;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Alfred Harder;masculino;pix
2025-05-20 22:04:45.237477;1726;Canoas;Carlos Henrique;Tenis Nike;Robert Mckoan;masculino;pix
2025-05-20 22:39:47.924185;1727;São Paulo;Claudio Bueno;Tenis Nike;Alice Turner;feminino;credito
2025-05-20 23:53:47.260944;1728;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Whitney Thrasher;feminino;credito
2025-05-21 02:02:47.327579;1729;Florianópolis;Claudia dos Santos;Tenis Fila;Darrell Smith;masculino;credito
2025-05-21 02:25:47.834985;1730;Caxias do Sul;Mateus Kienzle;Tenis Fila;Mary Vosmus;feminino;pix
2025-05-21 17:31:46.208612;1731;Porto Alegre;Luiza Cherobini;Tenis Fila;Pansy Kinsey;feminino;credito
2025-05-21 19:29:49.494161;1732;Canoas;Luis Fernando;Tenis Nike;Dana Luciano;feminino;pix
2025-05-21 20:27:48.453517;1733;Lajeado;Adriano Soares;Tenis Adidas;Nick Overbey;masculino;boleto
2025-05-21 20:43:49.144544;1734;Porto Alegre;Luiza Cherobini;Tenis Fila;Russell Williams;masculino;boleto
2025-05-21 21:40:48.942120;1735;São Paulo;Claudio Bueno;Tenis NB;Terry Edgar;masculino;credito
2025-05-21 22:01:49.080992;1736;Caxias do Sul;Mateus Kienzle;Tenis Nike;Cora Peterson;feminino;credito
2025-05-21 22:12:49.491289;1737;Florianópolis;Claudia dos Santos;Tenis NB;Ashley Wright;feminino;credito
2025-05-21 22:47:46.271774;1738;Lajeado;Adriano Soares;Tenis Adidas;Adrian Lowell;masculino;credito
2025-05-21 23:39:46.717135;1739;Lajeado;Juliano Faccioni;Tenis Adidas;Thomas Yanez;masculino;pix
2025-05-21 23:46:46.652524;1740;Caxias do Sul;Mateus Kienzle;Tenis NB;Georgia Levine;feminino;credito
2025-05-21 23:53:45.819662;1741;Porto Alegre;Rodrigo Tadewald;Tenis NB;Joann Bannon;feminino;boleto
